;index;conta_bancaria;descricao;valor;conta_debito;conta_credito
1271;1847;3040;PAGTO DEBITO EM C/C - ITERMIL ISOLAMENTOS TERMICOS - DEB C/C- 150308-4;2640,93;;
1272;1845;3040;REND.DIARIO - REND.DIARIO;0,14;;
1273;1844;3040;RECEBIMENTO BOLETO MAR/26 BANCO DO BRASIL  MARIANA - MARIANA ROLIM;650,00;;
1274;1843;3040;PAGTO DEBITO EM C/C - D C DE ALMEIDA COMERCIO DE T - DEB C/C- 154969-1;342,00;;
1275;1842;3040;PAGTO DEBITO EM C/C - FERRAGENS NEGRAO COMERCIAL L - DEB C/C- 154968-1;309,83;;
1276;1841;3040;PAGTO DEBITO EM C/C - OFTA WF LIMITADA 92 - DEB C/C- 154967-1;85,00;;
1277;1840;3040;PAGTO DEBITO EM C/C - M & P SERVICOS MEDICOS S/S L - DEB C/C- 154964-1;2181,17;;
1278;1839;3040;PAGTO DEBITO EM C/C - MERCADOPAGO.COM REPRESENTACO - DEB C/C- 154943-1;189,00;;
1279;1838;3040;PAGTO DEBITO EM C/C - MERCADOPAGO.COM REPRESENTACO - DEB C/C- 154942-1;701,00;;
1280;1837;3040;PAGTO DEBITO EM C/C - MERCADOPAGO.COM REPRESENTACO - DEB C/C- 154941-1;35,88;;
1281;1836;3040;PAGTO DEBITO EM C/C - HM ROSA MADEIRAS LTDA 4192 - DEB C/C- 154926-1;385,00;;
1282;1846;3040;TRANSF. C/C 004905 PARA 3040 BORD. 4059 - T-218125;200000,00;;
1283;1809;3040;PAGTO DEBITO EM C/C - ELITE CIRURGICA COMERCIO DE  - DEB C/C- 148610-1;5800,00;;
1284;1808;3040;PAGTO DEBITO EM C/C - CRISTALIA PROD.QUIM.FARMACEU - DEB C/C- 148541-6;79,96;;
1285;1807;3040;PAGTO DEBITO EM C/C - CRISTALIA PROD.QUIM.FARMACEU - DEB C/C- 148540-6;41,65;;
1286;1780;3040;PAGTO DEBITO EM C/C - MEDICAMENTAL HOSPITALAR LTDA - DEB C/C- 153255-1;1036,00;;
1287;1779;3040;PAGTO DEBITO EM C/C - G A - MEDICAL LTDA 17505 - DEB C/C- 153251-1;60,00;;
1288;1778;3040;PAGTO DEBITO EM C/C - DISTRIBUIDORA JUST IN TIME L - DEB C/C- 153110-1;1300,00;;
1289;1777;3040;PAGTO DEBITO EM C/C - MADOQ COMERCIO DE TUBOS, CON - DEB C/C- 153074-1;177,08;;
1290;1776;3040;PAGTO DEBITO EM C/C - CM HOSPITALAR S.A 469666 - DEB C/C- 153040-2;155,55;;
1291;1775;3040;PAGTO DEBITO EM C/C - ELETROBAMA ELETRICA BARRA MA - DEB C/C- 152928-1;875,00;;
1292;1774;3040;PAGTO DEBITO EM C/C - F.F. LIMA PARAFUSOS E FERRAM - DEB C/C- 152888-1;430,00;;
1293;1773;3040;PAGTO DEBITO EM C/C - NOVOCLIMA REFRIGERACAO EIREL - DEB C/C- 152887-1;2047,80;;
1294;1772;3040;PAGTO DEBITO EM C/C - MEDKA DISTRIBUIDORA HOSPITAL - DEB C/C- 152742-2;840,00;;
1295;1771;3040;PAGTO DEBITO EM C/C - CEI COMERCIO EXPORTAÇÃO E IM - DEB C/C- 152735-2;1515,00;;
1296;1781;3040;PAGTO DEBITO EM C/C - PACTUAL COMERCIO DE DESCARTA - DEB C/C- 153259-1;1045,70;;
1297;1770;3040;PAGTO DEBITO EM C/C - SUPERMED COM. E IMPOR. DE PR - DEB C/C- 152641-3;1582,83;;
1298;1768;3040;PAGTO DEBITO EM C/C - MP COMERCIO DE MATERIAIS HOS - DEB C/C- 152620-2;1019,25;;
1299;1767;3040;PAGTO DEBITO EM C/C - CIRURGICA FERNANDES -COMERCI - DEB C/C- 152565-2;658,61;;
1300;1766;3040;PAGTO DEBITO EM C/C - MEDKA DISTRIBUIDORA HOSPITAL - DEB C/C- 152080-2;672,50;;
1301;1765;3040;PAGTO DEBITO EM C/C - SULMEDIC COMERCIO DE MEDICAM - DEB C/C- 152058-3;1057,54;;
1302;1764;3040;PAGTO DEBITO EM C/C - CRISTALIA PROD.QUIM.FARMACEU - DEB C/C- 152042-3;10,83;;
1303;1763;3040;PAGTO DEBITO EM C/C - CRISTALIA PROD.QUIM.FARMACEU - DEB C/C- 152041-3;1229,59;;
1304;1762;3040;PAGTO DEBITO EM C/C - MAXIM QUALITTA COMERCIO LTDA - DEB C/C- 151931-2;811,86;;
1305;1761;3040;PAGTO DEBITO EM C/C - CRISTALIA PROD.QUIM.FARMACEU - DEB C/C- 151433-2;686,33;;
1306;1760;3040;PAGTO DEBITO EM C/C - CIRURGICA FERNANDES -COMERCI - DEB C/C- 151431-3;609,77;;
1307;1759;3040;PAGTO DEBITO EM C/C - CAMILA COMERCIO DE PAPEIS LT - DEB C/C- 151430-3;544,00;;
1308;1769;3040;PAGTO DEBITO EM C/C - ENTERAL TERAPIA NUTRICIONAL  - DEB C/C- 152633-2;635,46;;
1309;1858;3040;PAGTO DEBITO EM C/C - PREFEITURA DE BARRA MANSA 22 - DEB C/C- 152775-2;7526,31;;
1310;1782;3040;PAGTO DEBITO EM C/C - PACTUAL COMERCIO DE DESCARTA - DEB C/C- 153260-1;194,22;;
1311;1784;3040;PAGTO DEBITO EM C/C - COMERCIAL JARAGUÁ DE PRODUTO - DEB C/C- 153274-1;3602,86;;
1312;1806;3040;TRF PACOTE SERV. - TRF PACOTE SERV.;188,80;;
1313;1805;3040;RECEBIMENTO BOLETO FEV/26 BANCO DO BRASIL  RODRIGO - RODRIGO CUIABAN;600,00;;
1314;1804;3040;REND.DIARIO - REND.DIARIO;0,13;;
1315;1803;3040;PAGTO DEBITO EM C/C - SKINA ACOUGUE BARRA MANSA LT - DEB C/C- 154744-1;8114,71;;
1316;1802;3040;PAGTO DEBITO EM C/C - EMPRESA SF DE RADIODIFUSÃO L - DEB C/C- 154743-1;6000,00;;
1317;1801;3040;PAGTO DEBITO EM C/C - SUPRISUL MATERIAIS PARA ESCR - DEB C/C- 154566-1;260,00;;
1318;1800;3040;PAGTO DEBITO EM C/C - SUPRISUL MATERIAIS PARA ESCR - DEB C/C- 154565-1;330,00;;
1319;1799;3040;PAGTO DEBITO EM C/C - SUPRISUL MATERIAIS PARA ESCR - DEB C/C- 154564-1;295,00;;
1320;1798;3040;PAGTO DEBITO EM C/C - SKINA ACOUGUE BARRA MANSA LT - DEB C/C- 153867-2;3629,72;;
1321;1797;3040;PAGTO DEBITO EM C/C - VICENTE AMERICO DE OLIVEIRA  - DEB C/C- 153864-2;3963,39;;
1322;1783;3040;PAGTO DEBITO EM C/C - CIRURGICA RITSON COMERCIO DE - DEB C/C- 153273-1;460,00;;
1323;1796;3040;PAGTO DEBITO EM C/C - MADOQ COMERCIO DE TUBOS, CON - DEB C/C- 153827-1;213,92;;
1324;1794;3040;PAGTO DEBITO EM C/C - POLAR FIX INDUSTRIA E COMERC - DEB C/C- 153411-1;503,18;;
1325;1793;3040;PAGTO DEBITO EM C/C - MEDICAMENTAL HOSPITALAR LTDA - DEB C/C- 153406-1;516,82;;
1326;1792;3040;PAGTO DEBITO EM C/C - CRISTALIA PROD.QUIM.FARMACEU - DEB C/C- 153396-1;1400,28;;
1327;1791;3040;PAGTO DEBITO EM C/C - CIRURGICA FERNANDES -COMERCI - DEB C/C- 153394-1;549,17;;
1328;1790;3040;PAGTO DEBITO EM C/C - FERRAGENS CAMARGO E FILHOS L - DEB C/C- 153385-1;259,10;;
1329;1789;3040;PAGTO DEBITO EM C/C - IDEAL PHARMA DISTRIBUIDORA D - DEB C/C- 153309-1;3888,89;;
1330;1788;3040;PAGTO DEBITO EM C/C - IDEAL PHARMA DISTRIBUIDORA D - DEB C/C- 153308-1;960,00;;
1331;1787;3040;PAGTO DEBITO EM C/C - W J RITSON COMERCIO DE PRODU - DEB C/C- 153299-1;90,00;;
1332;1786;3040;PAGTO DEBITO EM C/C - HEAUMAQ LTDA 15847 - DEB C/C- 153279-1;319,60;;
1333;1785;3040;PAGTO DEBITO EM C/C - GROW RIO MEDIKA LTDA 51 - DEB C/C- 153278-1;964,00;;
1334;1795;3040;PAGTO DEBITO EM C/C - KARILIA COMERCIO 6043 - DEB C/C- 153803-1;510,10;;
1335;1859;3040;PAGTO DEBITO EM C/C - PREFEITURA DE BARRA MANSA 22 - DEB C/C- 152776-2;18,73;;
1336;1860;3040;PAGTO DEBITO EM C/C - PREFEITURA DE BARRA MANSA 22 - DEB C/C- 152778-2;51,44;;
1337;1861;3040;PAGTO DEBITO EM C/C - JPS FARMA LIMITADA ABRIL 202 - DEB C/C- 152847-1;27759,94;;
1338;1935;3040;PAGTO DEBITO EM C/C - ONCO PROD DISTRIBUIDORA DE P - DEB C/C- 150888-4;215,80;;
1339;1934;3040;PAGTO DEBITO EM C/C - MY MED DISTRIBUIDORA DE MEDI - DEB C/C- 150521-8;1846,66;;
1340;1933;3040;PAGTO DEBITO EM C/C - ELITE CIRURGICA COMERCIO DE  - DEB C/C- 148679-1;1850,00;;
1341;1932;3040;PAGTO DEBITO EM C/C - ELITE CIRURGICA COMERCIO DE  - DEB C/C- 130701-1;2749,10;;
1342;1931;3040;RECEBIMENTO BOLETO MAR/26 BANCO DO BRASIL  ANDRESS - ANDRESSA BLUMER;650,00;;
1343;1930;3040;REND.DIARIO - REND.DIARIO;0,13;;
1344;1929;3040;RECEBIMENTO BOLETO MAR/26 BANCO DO BRASIL  LUIZ AN - LUIZ A VIANA;650,00;;
1345;1928;3040;PAGTO DEBITO EM C/C - PRIME HIGIENE E LIMPEZA LTDA - DEB C/C- 154989-1;825,44;;
1346;1927;3040;PAGTO DEBITO EM C/C - CRISTALIA PROD.QUIM.FARMACEU - DEB C/C- 154859-1;900,18;;
1347;1926;3040;PAGTO DEBITO EM C/C - COMERCIAL CIRURGICA RIOCLARE - DEB C/C- 154857-1;1459,85;;
1348;1936;3040;PAGTO DEBITO EM C/C - JAE ILHA DESCARTAVEIS E LIMP - DEB C/C- 152539-4;2400,65;;
1349;1925;3040;PAGTO DEBITO EM C/C - SAPRA LANDAUER SERV DE ASSES - DEB C/C- 154749-1;1204,40;;
1350;1923;3040;PAGTO DEBITO EM C/C - COOPERATIVA BARRA MANSA 3798 - DEB C/C- 154608-2;1260,00;;
1351;1922;3040;PAGTO DEBITO EM C/C - FERNANDES FABRICA DE EMBUTID - DEB C/C- 154585-2;242,27;;
1352;1921;3040;PAGTO DEBITO EM C/C - SUPRISUL MATERIAIS PARA ESCR - DEB C/C- 154569-1;400,00;;
1353;1920;3040;PAGTO DEBITO EM C/C - CHOK DE BARRA MANSA MATERIAL - DEB C/C- 154544-1;87,00;;
1354;1919;3040;PAGTO DEBITO EM C/C - NOGMIX DISTRIBUIDORA DE ALIM - DEB C/C- 153847-2;450,35;;
1355;1918;3040;PAGTO DEBITO EM C/C - W J RITSON COMERCIO DE PRODU - DEB C/C- 153811-1;541,30;;
1356;1917;3040;PAGTO DEBITO EM C/C - ONCO PROD DISTRIBUIDORA DE P - DEB C/C- 153809-1;3654,34;;
1357;1916;3040;PAGTO DEBITO EM C/C - MESSER GASES LTDA 35756 - DEB C/C- 153806-1;68,55;;
1358;1915;3040;PAGTO DEBITO EM C/C - MEDKA DISTRIBUIDORA HOSPITAL - DEB C/C- 153805-1;543,00;;
1359;1914;3040;PAGTO DEBITO EM C/C - GE HEALTHCARE DO BRASIL COM  - DEB C/C- 153802-1;2580,59;;
1360;1924;3040;PAGTO DEBITO EM C/C - ELIS MATERIAIS ELETRICOS LTD - DEB C/C- 154642-2;5200,00;;
1361;1913;3040;PAGTO DEBITO EM C/C - CIRURGICA CENTRAL LTDA 30263 - DEB C/C- 153788-1;517,63;;
1362;1937;3040;PAGTO DEBITO EM C/C - TELEMED MATERIAIS HOSPITALAR - DEB C/C- 152597-3;2850,00;;
1363;1939;3040;PAGTO DEBITO EM C/C - JAE ILHA DESCARTAVEIS E LIMP - DEB C/C- 153044-3;2366,42;;
1364;1961;3040;PAGTO DEBITO EM C/C - RB SERVIÇOS EMPRESARIAIS LTD - DEB C/C- 155175-1;726,60;;
1365;1960;3040;PAGTO DEBITO EM C/C - RB SERVIÇOS EMPRESARIAIS LTD - DEB C/C- 155174-1;45,90;;
1366;1959;3040;PAGTO DEBITO EM C/C - MATERIAIS DE CONSTRUCAO CORR - DEB C/C- 155005-1;7884,18;;
1367;1958;3040;PAGTO DEBITO EM C/C - CASA DO CONSTRUTOR 5675-1. - DEB C/C- 155004-1;285,00;;
1368;1957;3040;PAGTO DEBITO EM C/C - ONCO PROD DISTRIBUIDORA DE P - DEB C/C- 154990-1;1039,16;;
1369;1956;3040;PAGTO DEBITO EM C/C - HTS - TECNOLOGIA EM SAUDE CO - DEB C/C- 154881-1;840,00;;
1370;1955;3040;PAGTO DEBITO EM C/C - HELP STAR BLUE COM. MAT.HOSP - DEB C/C- 154880-1;1213,34;;
1371;1954;3040;PAGTO DEBITO EM C/C - FERNANDES FABRICA DE EMBUTID - DEB C/C- 154844-1;796,94;;
1372;1953;3040;PAGTO DEBITO EM C/C - SUPRISUL MATERIAIS PARA ESCR - DEB C/C- 154570-1;460,00;;
1373;1952;3040;PAGTO DEBITO EM C/C - JAE ILHA DESCARTAVEIS E LIMP - DEB C/C- 154556-1;684,21;;
1374;1938;3040;PAGTO DEBITO EM C/C - PACTUAL COMERCIO DE DESCARTA - DEB C/C- 152622-2;320,50;;
1375;1951;3040;PAGTO DEBITO EM C/C - CIRURGICA FERNANDES -COMERCI - DEB C/C- 154546-1;46,00;;
1376;1949;3040;PAGTO DEBITO EM C/C - MEDICAMENTAL HOSPITALAR LTDA - DEB C/C- 153804-1;405,87;;
1377;1948;3040;PAGTO DEBITO EM C/C - NOVA LINEA COMERCIO DE PRODU - DEB C/C- 153794-1;537,00;;
1378;1947;3040;PAGTO DEBITO EM C/C - FRESENIUS KABI BRASIL LTDA 1 - DEB C/C- 153791-1;4839,15;;
1379;1946;3040;PAGTO DEBITO EM C/C - MEDKA DISTRIBUIDORA HOSPITAL - DEB C/C- 153407-1;25,00;;
1380;1945;3040;PAGTO DEBITO EM C/C - INDALABOR INDAIA LABORATORIO - DEB C/C- 153402-2;1188,18;;
1381;1944;3040;PAGTO DEBITO EM C/C - CRISTALIA PROD.QUIM.FARMACEU - DEB C/C- 153398-1;491,77;;
1382;1943;3040;PAGTO DEBITO EM C/C - COMERCIAL CIRURGICA RIOCLARE - DEB C/C- 153395-2;1145,00;;
1383;1942;3040;PAGTO DEBITO EM C/C - JAE ILHA DESCARTAVEIS E LIMP - DEB C/C- 153281-2;1900,88;;
1384;1941;3040;PAGTO DEBITO EM C/C - ELETROBAMA ELETRICA BARRA MA - DEB C/C- 153206-1;1125,30;;
1385;1940;3040;PAGTO DEBITO EM C/C - NOVOCLIMA REFRIGERACAO EIREL - DEB C/C- 153076-1;350,00;;
1386;1950;3040;PAGTO DEBITO EM C/C - NOVA LINEA COMERCIO DE PRODU - DEB C/C- 153808-1;1352,25;;
1387;1963;3040;PAGTO DEBITO EM C/C - CASA DO CONSTRUTOR ORC 10114 - DEB C/C- 155218-1;560,00;;
1388;1912;3040;PAGTO DEBITO EM C/C - C3 SERVIÇOS E LOCAÇÃO LTDA 1 - DEB C/C- 153709-1;10686,90;;
1389;1910;3040;PAGTO DEBITO EM C/C - MEDFUTURA DISTRIBUIDORA MEDI - DEB C/C- 153405-1;432,00;;
1390;1883;3040;PAGTO DEBITO EM C/C - MERCADOPAGO.COM REPRESENTACO - DEB C/C- 155016-1;4256,00;;
1391;1882;3040;PAGTO DEBITO EM C/C - C H ARBEX ATIVIDADES MÉDICAS - DEB C/C- 154999-1;335,05;;
1392;1881;3040;PAGTO DEBITO EM C/C - FGF COMERCIO E SERVICOS DE E - DEB C/C- 154995-1;233,31;;
1393;1880;3040;PAGTO DEBITO EM C/C - MARCO ANTONIO LUIZ 944859507 - DEB C/C- 154993-1;4264,97;;
1394;1879;3040;PAGTO DEBITO EM C/C - BOTDESIGNER TECNOLOGIA LTDA  - DEB C/C- 154992-1;2340,00;;
1395;1878;3040;PAGTO DEBITO EM C/C - NOGMIX DISTRIBUIDORA DE ALIM - DEB C/C- 154891-1;511,08;;
1396;1877;3040;PAGTO DEBITO EM C/C - CDI BARRA PRODUTOS - IMPORTA - DEB C/C- 154869-1;3075,83;;
1397;1876;3040;PAGTO DEBITO EM C/C - FGF COMERCIO E SERVICOS DE E - DEB C/C- 154827-1;118,20;;
1398;1875;3040;PAGTO DEBITO EM C/C - SUPRISUL MATERIAIS PARA ESCR - DEB C/C- 154568-1;325,00;;
1399;1874;3040;PAGTO DEBITO EM C/C - SUPERMED COM. E IMPOR. DE PR - DEB C/C- 154560-1;597,54;;
1400;1884;3040;PAGTO DEBITO EM C/C - MAGALUPAY INSTITUICAO DE PAG - DEB C/C- 155017-1;139,81;;
1401;1873;3040;PAGTO DEBITO EM C/C - FGF COMERCIO E SERVICOS DE E - DEB C/C- 154554-1;188,66;;
1402;1871;3040;PAGTO DEBITO EM C/C - SUPERMED COM. E IMPOR. DE PR - DEB C/C- 153810-1;514,80;;
1403;1870;3040;PAGTO DEBITO EM C/C - FUTURA COMERCIO DE PRODUTOS  - DEB C/C- 153792-1;840,00;;
1404;1869;3040;PAGTO DEBITO EM C/C - RS DISTRIBUIDORA DE DESCARTA - DEB C/C- 153412-1;766,00;;
1405;1868;3040;PAGTO DEBITO EM C/C - CEI COMERCIO EXPORTAÇÃO E IM - DEB C/C- 153391-1;1830,00;;
1406;1867;3040;PAGTO DEBITO EM C/C - PLASTBAMA INDUSTRIA E COMERC - DEB C/C- 153292-2;723,37;;
1407;1866;3040;PAGTO DEBITO EM C/C - PACTUAL COMERCIO DE DESCARTA - DEB C/C- 153290-1;1016,21;;
1408;1865;3040;PAGTO DEBITO EM C/C - GROW RIO MEDIKA LTDA 50 - DEB C/C- 153277-1;1016,67;;
1409;1864;3040;PAGTO DEBITO EM C/C - JPS FARMA LIMITADA 40633 - DEB C/C- 153269-1;56,59;;
1410;1863;3040;PAGTO DEBITO EM C/C - ELETROBAMA ELETRICA BARRA MA - DEB C/C- 153141-1;2449,35;;
1411;1862;3040;PAGTO DEBITO EM C/C - CM HOSPITALAR S.A 462250 - DEB C/C- 152975-3;120,00;;
1412;1872;3040;PAGTO DEBITO EM C/C - FGF COMERCIO E SERVICOS DE E - DEB C/C- 153843-1;126,65;;
1413;1911;3040;PAGTO DEBITO EM C/C - MY MED DISTRIBUIDORA DE MEDI - DEB C/C- 153409-1;400,00;;
1414;1885;3040;PAGTO DEBITO EM C/C - RS ASSESSORIA E CONSULTORIA  - DEB C/C- 155037-1;3840,00;;
1415;1887;3040;CREDITO CONVENIO A IDENTIFICAR - FUSEX 19294;360,60;;
1416;1909;3040;PAGTO DEBITO EM C/C - CRISTALIA PROD.QUIM.FARMACEU - DEB C/C- 153397-1;866,17;;
1417;1908;3040;PAGTO DEBITO EM C/C - CEREAIS BRAMIL LTDA 16036 - DEB C/C- 153392-1;119,40;;
1418;1907;3040;PAGTO DEBITO EM C/C - MMC SOLUCOES EM LOGISTICA LT - DEB C/C- 153313-1;550,01;;
1419;1906;3040;PAGTO DEBITO EM C/C - PANPHARMA DISTRIBUIDORA DE M - DEB C/C- 153311-1;207,96;;
1420;1905;3040;PAGTO DEBITO EM C/C - GROW RIO MEDIKA LTDA 53 - DEB C/C- 153307-1;786,68;;
1421;1904;3040;PAGTO DEBITO EM C/C - CHOK DE BARRA MANSA MATERIAL - DEB C/C- 153142-1;228,00;;
1422;1903;3040;PAGTO DEBITO EM C/C - MYSA S/A 2863800 - DEB C/C- 153138-1;725,13;;
1423;1902;3040;PAGTO DEBITO EM C/C - GESSO LINE EIRELI ME 10305 - DEB C/C- 153073-2;1988,73;;
1424;1901;3040;PAGTO DEBITO EM C/C - SUPERMED COM. E IMPOR. DE PR - DEB C/C- 152998-3;646,36;;
1425;1900;3040;PAGTO DEBITO EM C/C - SUPERMED COM. E IMPOR. DE PR - DEB C/C- 152997-2;501,10;;
1426;1886;3040;PAGTO DEBITO EM C/C - MERCADOPAGO.COM REPRESENTACO - DEB C/C- 155056-1;521,70;;
1427;1899;3040;PAGTO DEBITO EM C/C - IDEAL PHARMA DISTRIBUIDORA D - DEB C/C- 152578-4;1846,67;;
1428;1897;3040;PAGTO DEBITO EM C/C - BIOSCARE COMERCIO DE MATERIA - DEB C/C- 152528-2;3617,71;;
1429;1896;3040;PAGTO DEBITO EM C/C - PERFECT TEXTIL COMERCIAL LTD - DEB C/C- 128726-12;654,00;;
1430;1895;3040;RECEBIMENTO BOLETO ABR/26 BANCO DO BRASIL  DANIELL - DANIELLE;1300,00;;
1431;1894;3040;CREDITO CONVENIO A IDENTIFICAR - CASSI 19376/19441;21973,30;;
1432;1893;3040;REND.DIARIO - REND.DIARIO;0,12;;
1433;1892;3040;CREDITO CONVENIO A IDENTIFICAR - FUSEX 19320;90,15;;
1434;1891;3040;CREDITO CONVENIO A IDENTIFICAR - FUSEX 19315;270,45;;
1435;1890;3040;CREDITO CONVENIO A IDENTIFICAR - FUSEX 19309;721,20;;
1436;1889;3040;CREDITO CONVENIO A IDENTIFICAR - FUSEX 19303;61948,34;;
1437;1888;3040;CREDITO CONVENIO A IDENTIFICAR - FUSEX 19302;326085,19;;
1438;1898;3040;PAGTO DEBITO EM C/C - GROW RIO MEDIKA LTDA 33 - DEB C/C- 152577-3;1080,00;;
1439;2071;3040;PAGTO DEBITO EM C/C - D C DE ALMEIDA COMERCIO DE T - DEB C/C- 153838-1;740,70;;
1440;2121;3040;PAGTO DEBITO EM C/C - IDEAL PHARMA DISTRIBUIDORA D - DEB C/C- 152578-5;1846,67;;
1441;2073;3040;PAGTO DEBITO EM C/C - OXIVR GASES INDUSTRIAIS E ME - DEB C/C- 153848-1;280,00;;
1442;2286;3040;PAGTO DEBITO EM C/C - VICENTE AMERICO DE OLIVEIRA  - DEB C/C- 155121-2;6851,87;;
1443;2285;3040;PAGTO DEBITO EM C/C - URGENCIA HOSPITAL CRUZ DISTR - DEB C/C- 155118-2;1208,50;;
1444;2284;3040;PAGTO DEBITO EM C/C - ONCO PROD DISTRIBUIDORA DE P - DEB C/C- 155110-1;1079,00;;
1445;2283;3040;PAGTO DEBITO EM C/C - NOGMIX DISTRIBUIDORA DE ALIM - DEB C/C- 155107-2;560,29;;
1446;2282;3040;PAGTO DEBITO EM C/C - MCA VIDAL EMBALAGENS LTDA 62 - DEB C/C- 155103-1;250,20;;
1447;2281;3040;PAGTO DEBITO EM C/C - RS DISTRIBUIDORA DE DESCARTA - DEB C/C- 154895-1;816,66;;
1448;2280;3040;PAGTO DEBITO EM C/C - COMERCIAL CIRURGICA RIOCLARE - DEB C/C- 154841-1;463,58;;
1449;2279;3040;PAGTO DEBITO EM C/C - ENTERAL TERAPIA NUTRICIONAL  - DEB C/C- 154813-1;583,78;;
1450;2278;3040;PAGTO DEBITO EM C/C - URGENCIA HOSPITAL CRUZ DISTR - DEB C/C- 153796-4;1425,25;;
1451;2277;3040;PAGTO DEBITO EM C/C - SUPERMED COMERCIO E IMP. DE  - DEB C/C- 153795-3;831,80;;
1452;2276;3040;PAGTO DEBITO EM C/C - ENTERAL TERAPIA NUTRICIONAL  - DEB C/C- 153790-2;635,46;;
1453;2275;3040;PAGTO DEBITO EM C/C - IDEAL PHARMA DISTRIBUIDORA D - DEB C/C- 153056-4;640,00;;
1454;2274;3040;PAGTO DEBITO EM C/C - SURGITEXTIL INDÚSTRIA TÊXTIL - DEB C/C- 153047-3;1026,88;;
1455;2273;3040;PAGTO DEBITO EM C/C - GROW RIO MEDIKA LTDA 46 - DEB C/C- 153043-4;942,40;;
1456;2272;3040;PAGTO DEBITO EM C/C - MEDKA DISTRIBUIDORA HOSPITAL - DEB C/C- 152584-4;1887,60;;
1457;2287;3040;PAGTO DEBITO EM C/C - HEALTH QUALITY - INDUSTRIA E - DEB C/C- 155254-1;588,00;;
1458;2288;3040;PAGTO DEBITO EM C/C - GUILHERME DE OLIVEIRA TOSTES - DEB C/C- 155469-1;450,00;;
1459;2289;3040;PAGTO DEBITO EM C/C - FERNANDES FABRICA DE EMBUTID - DEB C/C- 155527-1;816,18;;
1460;2290;3040;PAGTO DEBITO EM C/C - NOGMIX DISTRIBUIDORA DE ALIM - DEB C/C- 155563-1;1458,37;;
1461;2306;3040;PAGTO DEBITO EM C/C - COMERCIAL CIRURGICA RIOCLARE - DEB C/C- 152736-5;522,28;;
1462;2305;3040;PAGTO DEBITO EM C/C - GROW RIO MEDIKA LTDA 40 - DEB C/C- 152611-5;1094,40;;
1463;2304;3040;PAGTO DEBITO EM C/C - CRISTALIA PROD.QUIM.FARMACEU - DEB C/C- 152045-4;797,01;;
1464;2303;3040;PAGTO DEBITO EM C/C - CRISTALIA PROD.QUIM.FARMACEU - DEB C/C- 152044-4;399,84;;
1465;2302;3040;PAGTO DEBITO EM C/C - CRISTALIA PROD.QUIM.FARMACEU - DEB C/C- 152043-4;882,00;;
1466;2301;3040;PAGTO DEBITO EM C/C - COMERCIAL CIRURGICA RIOCLARE - DEB C/C- 151110-8;1221,06;;
1467;2300;3040;PAGTO DEBITO EM C/C - ONCO PROD DISTRIBUIDORA DE P - DEB C/C- 150543-5;863,20;;
1468;2271;3040;PAGTO DEBITO EM C/C - CRISTALIA PROD.QUIM.FARMACEU - DEB C/C- 152571-2;266,64;;
1469;2299;3040;PAGTO DEBITO EM C/C - ELITE CIRURGICA COMERCIO DE  - DEB C/C- 148813-1;4995,00;;
1470;2297;3040;PAGTO DEBITO EM C/C - ELITE CIRURGICA COMERCIO DE  - DEB C/C- 148681-1;1850,00;;
1471;2296;3040;CREDITO CONVENIO A IDENTIFICAR - CASSI 19573;175,02;;
1472;2295;3040;TRANSF. C/C 59082 PARA 3040 BORD. 4073 - T-219515;200000,00;;
1473;2294;3040;REND.DIARIO - REND.DIARIO;0,13;;
1474;2293;3040;PAGTO DEBITO EM C/C - CAFE TRES CORACOES SA 163887 - DEB C/C- 155590-1;2257,50;;
1475;2292;3040;PAGTO DEBITO EM C/C - APOIO COTACOES SISTEMA DE IN - DEB C/C- 155588-1;1964,60;;
1476;2291;3040;PAGTO DEBITO EM C/C - CONTROL LAB CONTROLE DE QUAL - DEB C/C- 155587-1;569,90;;
1477;2298;3040;PAGTO DEBITO EM C/C - ELITE CIRURGICA COMERCIO DE  - DEB C/C- 148685-1;2428,13;;
1478;2270;3040;PAGTO DEBITO EM C/C - CRISTALIA PROD.QUIM.FARMACEU - DEB C/C- 152042-4;10,83;;
1479;2269;3040;PAGTO DEBITO EM C/C - PACTUAL COMERCIO DE DESCARTA - DEB C/C- 151209-4;194,22;;
1480;2268;3040;PAGTO DEBITO EM C/C - MEDICAMENTAL HOSPITALAR LTDA - DEB C/C- 151126-4;888,00;;
1481;2247;3040;PAGTO DEBITO EM C/C - BARRA MARKET CENTER COMERCIO - DEB C/C- 154856-1;81,61;;
1482;2246;3040;PAGTO DEBITO EM C/C - BIO INFINITY COMERCIO HOSPIT - DEB C/C- 154840-1;799,86;;
1483;2245;3040;PAGTO DEBITO EM C/C - MESSER GASES LTDA 162111 - DEB C/C- 154829-1;5626,48;;
1484;2244;3040;PAGTO DEBITO EM C/C - MEDICAMENTAL HOSPITALAR LTDA - DEB C/C- 154828-1;561,37;;
1485;2243;3040;PAGTO DEBITO EM C/C - ZETA VISION COMERCIO DE PROD - DEB C/C- 154821-1;612,00;;
1486;2242;3040;PAGTO DEBITO EM C/C - CIRURGICA FERNANDES -COMERCI - DEB C/C- 154812-1;823,11;;
1487;2241;3040;PAGTO DEBITO EM C/C - CAMILA COMERCIO DE PAPEIS LT - DEB C/C- 154810-1;706,67;;
