;index;conta_bancaria;descricao;valor;conta_debito;conta_credito
579;1165;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] ANDRE DIDIER LYR - DEB C/C- 153031-1;117,49;;
580;1164;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] H A S BARROS SER - DEB C/C- 153029-1;17,10;;
581;1163;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] ANGIOSCAN CENTRO - DEB C/C- 153026-1;215,59;;
582;1162;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] ANGIOSCAN CENTRO - DEB C/C- 153025-1;574,91;;
583;1161;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] ANGIOSCAN CENTRO - DEB C/C- 153024-1;668,33;;
584;1160;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] MERINOX SOLUCOES - DEB C/C- 152937-1;576,80;;
585;1159;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] L. LUIS SOARES L - DEB C/C- 152933-1;20,00;;
586;1158;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] THYSSENKRUPP ELE - DEB C/C- 152926-1;206,38;;
587;1157;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] RLSG SERVIÇOS ME - DEB C/C- 152869-1;283,50;;
588;1156;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] RLSG SERVIÇOS ME - DEB C/C- 152868-1;878,85;;
589;1155;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] APOIO COTACOES S - DEB C/C- 152865-1;31,39;;
590;1154;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] APOIO COTACOES S - DEB C/C- 152864-1;97,34;;
591;1153;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] NEUROVIDA BM LTD - DEB C/C- 152845-1;198,80;;
592;1152;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] SEO SERVICO ESPE - DEB C/C- 152838-1;40,00;;
593;1151;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] SEO SERVICO ESPE - DEB C/C- 152837-1;46,50;;
594;1150;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] SEO SERVICO ESPE - DEB C/C- 152836-1;15,00;;
595;1149;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] SEMART BM SERVIÇ - DEB C/C- 152824-1;173,22;;
596;1148;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] SEMART BM SERVIÇ - DEB C/C- 152823-1;64,96;;
597;1147;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] SEMART BM SERVIÇ - DEB C/C- 152822-1;201,36;;
598;1146;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] RS ASSESSORIA E  - DEB C/C- 152755-1;80,40;;
599;1145;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] GABRIELLE BERNAR - DEB C/C- 152728-1;3,02;;
600;1144;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] M MEDRADO SOCIED - DEB C/C- 152726-1;65,22;;
601;1024;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] JM UROGINECOLOGI - DEB C/C- 152098-1;40,76;;
602;1142;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] CABRAL COELHO SE - DEB C/C- 152714-1;30,57;;
603;1141;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] CABRAL COELHO SE - DEB C/C- 152713-1;94,77;;
604;1168;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] ALMEIDA E MELO C - DEB C/C- 153078-1;1625,00;;
605;1169;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] TAINA DE SOUZA 1 - DEB C/C- 153082-1;2,40;;
606;1170;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] HIDRAULICA MATA  - DEB C/C- 153099-1;185,39;;
607;1171;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] CONSTRU -SERVICE - DEB C/C- 153126-1;161,17;;
608;1200;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] SIMPRO PUBLICACO - DEB C/C- 154574-1;70,85;;
609;1199;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] CONSTRU -SERVICE - DEB C/C- 154294-1;12793,23;;
610;1198;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] CONSTRU -SERVICE - DEB C/C- 154293-1;28145,10;;
611;1197;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] CONSTRU -SERVICE - DEB C/C- 154292-1;2558,65;;
612;1196;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] CONSTRU -SERVICE - DEB C/C- 154291-1;11897,71;;
613;1195;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] GRUPO GUARDIAO S - DEB C/C- 154289-1;4281,97;;
614;1194;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] GRUPO GUARDIAO S - DEB C/C- 154288-1;9229,54;;
615;1192;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] ADRIANA MEDICA E - DEB C/C- 153885-1;11,54;;
616;1191;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] INTENSIBARRA CEN - DEB C/C- 153766-1;12377,64;;
617;1190;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] INTENSIBARRA CEN - DEB C/C- 153765-1;4500,96;;
618;1189;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] C3 SERVIÇOS E LO - DEB C/C- 153710-1;339,62;;
619;1188;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] HOINACKI  COMERC - DEB C/C- 153534-1;2,36;;
620;1187;004905;PAGTO DEBITO EM C/C - CHAFIC MENDONCA ABDEL MELEK  - DEB C/C- 153393-1;544,00;;
621;1202;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] BIOENERGIA BARRA - DEB C/C- 154717-1;97,42;;
622;1186;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] ANDERSON M. F CO - DEB C/C- 153383-1;24,00;;
623;1184;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] LOURES ABDALLA S - DEB C/C- 153374-1;53,97;;
624;1183;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] IRMANDADE SANTA  - DEB C/C- 153319-1;4984,56;;
625;1182;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] CENTRO INTEGRADO - DEB C/C- 153224-1;37,22;;
626;1181;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] CENTRO INTEGRADO - DEB C/C- 153223-1;99,25;;
627;1180;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] CENTRO INTEGRADO - DEB C/C- 153222-1;115,38;;
628;1179;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] CIBAM CENTRO DE  - DEB C/C- 153178-1;1,56;;
629;1178;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] CIBAM CENTRO DE  - DEB C/C- 153177-1;4,16;;
630;1177;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] CIBAM CENTRO DE  - DEB C/C- 153176-1;11,44;;
631;1176;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] CIBAM CENTRO DE  - DEB C/C- 153175-1;4,84;;
632;1175;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] CONSTRUTORA V.RE - DEB C/C- 153136-1;8,10;;
633;1174;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] CONSTRU -SERVICE - DEB C/C- 153130-1;173,30;;
634;1173;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] CONSTRU -SERVICE - DEB C/C- 153129-1;381,26;;
635;1172;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] CONSTRU -SERVICE - DEB C/C- 153127-1;34,66;;
636;1185;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] LOURES ABDALLA S - DEB C/C- 153375-1;17,41;;
637;1140;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] MARIANA ROLIM SE - DEB C/C- 152710-1;119,22;;
638;1265;004905;CREDITO CONVENIO A IDENTIFICAR - BRADESC SAU 19582;31776,52;;
639;1267;004905;PAGTO DEBITO EM C/C - REF. A COMPRA/SERV. DE EL ME - DEB C/C- 15262-1;2656,02;;
640;1357;004905;PIX AVILA CONTABILIDADE (28/04) - PIX AVILA CONT.19617;900,00;;
641;1356;004905;CREDITO CONVENIO A IDENTIFICAR - LIFE 19454;1348,14;;
642;1355;004905;PAGTO DEBITO EM C/C - MAGALUPAY INSTITUICAO DE PAG - DEB C/C- 156005-1;53,01;;
643;1354;004905;CREDITO CONVENIO A IDENTIFICAR - BRADESC SAU 19623;7628,42;;
644;1353;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19635;49,46;;
645;1352;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19618;494,60;;
646;1351;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19615;2275,16;;
647;1350;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19336;145,23;;
648;1349;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 16711;916,93;;
649;1348;004905;REND.DIARIO - REND.DIARIO;151,89;;
650;1347;004905;PIX SIVANIA  VICENTE  (28/04) - PIX SIVANIA 19636;127,16;;
651;1346;004905;PIX MARINA DA SILVA MATOS (27/04) - PIX MARINA 19630;1850,00;;
652;1345;004905;PAGTO DEBITO EM C/C - CLARO S/A ABRIL.2026 - DEB C/C- 155213-1;840,29;;
653;1344;004905;PAGTO DEBITO EM C/C - CLARO S/A 125524465. - DEB C/C- 155212-1;216,95;;
654;1343;004905;PAGTO DEBITO EM C/C - REF. A COMPRA/SERV. DE GRUPO - DEB C/C- 115533-16;50000,00;;
655;1342;004905;PAGTO DEBITO EM C/C - REF. A COMPRA/SERV. DE GRUPO - DEB C/C- 115483-28;50000,00;;
656;1341;004905;PAGTO DEBITO EM C/C - REF. A COMPRA/SERV. DE GRUPO - DEB C/C- 115458-25;50000,00;;
657;1340;004905;PAGTO DEBITO EM C/C - REF. A COMPRA/SERV. DE GRUPO - DEB C/C- 115453-29;50000,00;;
658;1339;004905;CREDITO CONVENIO A IDENTIFICAR - BRADESC SAU 19611;8862,82;;
659;1338;004905;CREDITO CONVENIO A IDENTIFICAR - BRADESC OP PL 19610;270,88;;
660;1337;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19619;81,06;;
661;1336;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19616;92,13;;
662;1335;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19591;109,30;;
663;1334;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19590;156,13;;
664;1333;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19337;68,42;;
665;1332;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19034;398,11;;
666;1331;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 18225;749,26;;
667;1358;004905;PIX CAROLINA MOREIRA (29/04) - PIX CAROLINA 19657;35,00;;
668;1359;004905;PIX JULIANE NEVES DE CARVALHO (28/04) - PIX JULIANE 19625;100,00;;
669;1360;004905;PIX LARISSA  MIRANDA (28/04) - PIX LARISSA NF;100,00;;
670;1361;004905;CREDITO CONVENIO A IDENTIFICAR - POSTAL SAUDE 19455;14199,08;;
671;1389;004905;TRF QRCODE PIX - TRF QRCODE PIX;4,13;;
672;1388;004905;TRANSF. C/C 031327 PARA 004905 BORD. 4087 - T-219716;250000,00;;
673;1387;004905;REND.DIARIO - REND.DIARIO;90,01;;
674;1386;004905;PIX FERNANDO CECILIANO (30/04) - PIX FERNANDO 19659;28,90;;
675;1385;004905;PIX CAROLINA  MOREIRA (30/04) - PIX CAROLINA 19644;35,00;;
676;1384;004905;PIX  ELOAH APCIDA XAVIER (RECIBO DE DOAÇÃO CORRIDA - PIX  ELOAH RECIBO;600,00;;
677;1383;004905;CREDITO CONVENIO A IDENTIFICAR - PETROBRAS 19632;132838,30;;
678;1382;004905;CREDITO CONVENIO A IDENTIFICAR - LIV  LINHAS 19514;151391,84;;
679;1381;004905;PAGTO DEBITO EM C/C - MERCADOPAGO.COM REPRESENTACO - DEB C/C- 156143-1;240,00;;
680;1380;004905;PAGTO DEBITO EM C/C - MERCADOPAGO.COM REPRESENTACO - DEB C/C- 156142-1;206,70;;
681;1379;004905;PAGTO DEBITO EM C/C - MERCADOPAGO.COM REPRESENTACO - DEB C/C- 156141-1;1140,00;;
682;1378;004905;PAGTO DEBITO EM C/C - MAGALUPAY INSTITUICAO DE PAG - DEB C/C- 156139-1;31,64;;
683;1377;004905;PAGTO DEBITO EM C/C - T M R G SERVICOS MEDICOS LIM - DEB C/C- 156106-1;2028,51;;
684;1330;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 18185;1020,39;;
685;1376;004905;PAGTO DEBITO EM C/C - FGTS - MARCELI PONTE DA SILV - DEB C/C- 155594-1;6820,53;;
686;1374;004905;PAGTO DEBITO EM C/C - REF. A COMPRA/SERV. DE GRUPO - DEB C/C- 115453-29;60000,00;;
687;1373;004905;PAGTO DEBITO EM C/C - REF. A COMPRA/SERV. DE GRUPO - DEB C/C- 115453-21;95000,00;;
688;1372;004905;PAGTO DEBITO EM C/C - REF. A COMPRA/SERV. DE GRUPO - DEB C/C- 115453-20;110000,00;;
689;1371;004905;CREDITO CONVENIO A IDENTIFICAR - BRADESC SAU 19947;1193,77;;
690;1370;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19642;34,62;;
691;1369;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19641;69,24;;
692;1368;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19638;52,76;;
693;1367;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 18809;651,11;;
694;1366;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 18783;1477,14;;
695;1365;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 18499;193,68;;
696;1364;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 17872;280,84;;
697;1363;004905;TRANSF. C/C 0080525 PARA 004905 BORD. 4077 - T-219610;464,74;;
698;1362;004905;REND.DIARIO - REND.DIARIO;86,57;;
699;1375;004905;PAGTO DEBITO EM C/C - J.L.A. BOA VISTA MARMORARIA  - DEB C/C- 155521-1;5448,28;;
700;1266;004905;PAGTO DEBITO EM C/C - CHAFIC MENDONCA ABDEL MELEK  - DEB C/C- 152039-3;578,00;;
701;1329;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 16692;426,51;;
702;1327;004905;REND.DIARIO - REND.DIARIO;252,32;;
703;1294;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19032;494,98;;
704;1293;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19019;566,89;;
705;1292;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19016;262,39;;
706;1291;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 18765;767,72;;
707;1290;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 18750;949,03;;
708;1289;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 18166;563,64;;
709;1288;004905;01 TRF TED - 01 TRF TED;3,64;;
710;1287;004905;TRANSF. C/C 004905 PARA 0134503 BORD. 4069 - T-219180;3000,00;;
711;1286;004905;REND.DIARIO - REND.DIARIO;246,75;;
712;1285;004905;PIX RODRIGO DA COSTA ALVES (23/04) - PIX RODRIGO 19588;4225,00;;
713;1284;004905;PIX RAIMUNDO CANDIDO  (23/04) - PIX RAIMUNDO 19576;35,00;;
714;1283;004905;PIX CLAUDIO FRANSCISCO RECIBO PLANO Mª POCIDONIA - PIX CLAUDIO RECIBO;489,41;;
715;1282;004905;PIX BIANCA  NUNES MAURICIO (23/04) - PIX BIANCA 19577;18,00;;
716;1281;004905;PIX BEATRIZ  CANDIDO LANDIN (23/04) - PIX BEATRIZ 19575;35,00;;
717;1280;004905;PAGTO DEBITO EM C/C - REF. A COMPRA/SERV. DE EL ME - DEB C/C- 16970-1;6927,50;;
718;1279;004905;PAGTO DEBITO EM C/C - MERCADOPAGO.COM REPRESENTACO - DEB C/C- 155495-1;1287,75;;
719;1278;004905;PAGTO DEBITO EM C/C - MAGALUPAY INSTITUICAO DE PAG - DEB C/C- 155494-1;1934,96;;
720;1277;004905;PAGTO DEBITO EM C/C - MAGALUPAY INSTITUICAO DE PAG - DEB C/C- 155493-1;179,98;;
721;1276;004905;PAGTO DEBITO EM C/C - PIS SOB RECEITA 03/2026 - 81 - DEB C/C- 155406-1;53971,84;;
722;1275;004905;PAGTO DEBITO EM C/C - COFINS SOB RECEITA 03/2026-2 - DEB C/C- 155405-1;189773,15;;
723;1274;004905;PAGTO DEBITO EM C/C - FGTS - ROBERTA MENEZES SILVA - DEB C/C- 155398-1;1630,83;;
724;1273;004905;PAGTO DEBITO EM C/C - FGTS - JESSICA FALCAO LINO D - DEB C/C- 155396-1;2543,98;;
725;1272;004905;PAGTO DEBITO EM C/C - FGTS - KAREN KELLY DOS SANTO - DEB C/C- 155394-1;5704,00;;
726;1271;004905;PAGTO DEBITO EM C/C - NATHANAEL LISBOA TEODORO DA  - DEB C/C- 155293-1;2816,57;;
727;1270;004905;PAGTO DEBITO EM C/C - FRGTS/RESCISAO MARIA EDUARDA - DEB C/C- 155272-1;2543,25;;
728;1269;004905;PAGTO DEBITO EM C/C - A PROFISSIONAL UNIFORMES DE  - DEB C/C- 155193-1;10730,00;;
729;1268;004905;PAGTO DEBITO EM C/C - ELMED X COMERCIO DE MATERIAI - DEB C/C- 153355-1;2150,80;;
730;1295;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19033;929,10;;
731;1296;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19043;466,56;;
732;1297;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19300;1190,45;;
733;1298;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19301;34,21;;
734;1326;004905;PIX MARCELA REZENDE PEREIRA (27/04) - PIX MARCELA 19597;6700,00;;
735;1325;004905;PIX LIVIA CARNEIRO DA LUZ (24/04) - PIX LIVIA 19595;70,00;;
736;1324;004905;PIX JOSE CARLOS DE OLIVEIRA (26/04) - PIX JOSE  19596;295,00;;
737;1323;004905;DESC. CIELO 19032 - DESC. CIELO 19032;0,01;;
738;1322;004905;DESC. CIELO 19019 - DESC. CIELO 19019;0,01;;
739;1321;004905;PAGTO DEBITO EM C/C - MERCADOPAGO.COM REPRESENTACO - DEB C/C- 155582-1;236,85;;
740;1320;004905;PAGTO DEBITO EM C/C - ALBERTO ISAAC SERVICOS MEDIC - DEB C/C- 155490-1;3720,45;;
741;1319;004905;PAGTO DEBITO EM C/C - LIGHT SERVICOS DE ELETRICIDA - DEB C/C- 155415-1;9343,47;;
742;1318;004905;PAGTO DEBITO EM C/C - CLARO S/A 01506771-4 - DEB C/C- 155215-1;16,25;;
743;1317;004905;PAGTO DEBITO EM C/C - CLARO S/A 89102553-4 - DEB C/C- 155214-1;227,45;;
744;1316;004905;PAGTO DEBITO EM C/C - CHAFIC MENDONCA ABDEL MELEK  - DEB C/C- 154805-1;530,00;;
745;1315;004905;PAGTO DEBITO EM C/C - CHAFIC MENDONCA ABDEL MELEK  - DEB C/C- 153053-2;567,00;;
746;1314;004905;PAGTO DEBITO EM C/C - SERVICO AUTONOMO DE AGUA E E - DEB C/C- 152944-1;1761,24;;
747;1328;004905;01 TRF TED - 01 TRF TED;3,64;;
748;1313;004905;PAGTO DEBITO EM C/C - CHAFIC MENDONCA ABDEL MELEK  - DEB C/C- 150912-4;600,00;;
749;1311;004905;CREDITO CONVENIO A IDENTIFICAR - BRADESC SAU 19594;45886,83;;
750;1310;004905;CREDITO CONVENIO A IDENTIFICAR - BRADESC OP PL 19593;3049,71;;
751;1309;004905;CREDITO CONVENIO A IDENTIFICAR - AMIL 19353-19354;1067,45;;
752;1308;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19603;123,65;;
753;1307;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19602;197,85;;
754;1306;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19601;34,62;;
755;1305;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19600;69,24;;
756;1304;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19598;34,62;;
757;1303;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19589;1038,66;;
758;1302;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19347;388,72;;
759;1301;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19314;10,75;;
760;1300;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19312;5,86;;
761;1299;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19311;25,90;;
762;1312;004905;PAGTO DEBITO EM C/C - BANCO BRADESCO  -CAPITAL GIR - DEB C/C- 128408-13;134137,07;;
763;1139;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] TR TRANSPORTES V - DEB C/C- 152668-1;154,80;;
764;1143;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] M MEDRADO SOCIED - DEB C/C- 152725-1;21,04;;
765;1137;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] TR TRANSPORTES V - DEB C/C- 152666-1;143,96;;
766;1035;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] R.A. CASTRO NEUR - DEB C/C- 152123-1;473,84;;
767;1036;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] R.A. CASTRO NEUR - DEB C/C- 152124-1;152,85;;
768;1037;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] FFR SERVICOS MED - DEB C/C- 152126-1;76,42;;
769;1038;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] FFR SERVICOS MED - DEB C/C- 152127-1;236,92;;
770;1039;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] GASTROMED LTDA - DEB C/C- 152130-1;473,84;;
771;1040;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] GASTROMED LTDA - DEB C/C- 152131-1;407,60;;
772;1041;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] GASTROMED LTDA - DEB C/C- 152132-1;152,85;;
773;1042;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] FERRARI CAMILO L - DEB C/C- 152135-1;126,00;;
774;1043;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] FERRARI CAMILO L - DEB C/C- 152136-1;390,60;;
775;1044;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] FERRARI CAMILO L - DEB C/C- 152141-1;84,00;;
776;1045;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] FERRARI CAMILO L - DEB C/C- 152142-1;260,40;;
777;1046;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] MED INTENSI SERV - DEB C/C- 152146-1;325,50;;
778;1047;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] MED INTENSI SERV - DEB C/C- 152147-1;280,00;;
779;1048;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] MED INTENSI SERV - DEB C/C- 152148-1;105,00;;
780;1049;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] A M CRISTINO SER - DEB C/C- 152151-1;21,00;;
781;1050;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] A M CRISTINO SER - DEB C/C- 152152-1;65,10;;
782;1051;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] PAMED ATIVIDADES - DEB C/C- 152158-1;42,00;;
783;1064;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] V P MATOS - PRES - DEB C/C- 152209-1;12,00;;
784;1063;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] V P MATOS - PRES - DEB C/C- 152208-1;4,50;;
785;1062;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] GIRASSOL ATENDIM - DEB C/C- 152202-1;33,35;;
786;1061;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] SERVICO DE GINEC - DEB C/C- 152196-1;21,81;;
787;1138;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] TR TRANSPORTES V - DEB C/C- 152667-1;30,96;;
788;1060;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] RL LADEIRA SERVI - DEB C/C- 152190-1;66,98;;
789;1034;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] R.A. CASTRO NEUR - DEB C/C- 152122-1;407,60;;
790;1059;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] ELETRON X COMERC - DEB C/C- 152188-1;45,00;;
791;1057;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] TICIANI RIOS SER - DEB C/C- 152176-1;40,96;;
792;1056;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] JM UROGINECOLOGI - DEB C/C- 152171-1;56,00;;
793;1055;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] LIEGE VIDAL ASSI - DEB C/C- 152169-1;19,67;;
794;1054;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] FERRARI CAMILO L - DEB C/C- 152163-1;260,40;;
795;1053;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] FERRARI CAMILO L - DEB C/C- 152162-1;84,00;;
796;1052;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] PAMED ATIVIDADES - DEB C/C- 152159-1;130,20;;
797;1058;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] ELETRON X COMERC - DEB C/C- 152187-1;139,50;;
798;1033;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] GABRIELLE BERNAR - DEB C/C- 152117-1;305,70;;
799;1032;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] T M R G SERVICOS - DEB C/C- 152113-1;473,84;;
800;1031;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] T M R G SERVICOS - DEB C/C- 152112-1;152,85;;
801;497;004905;1 TED - 1 TED;3,64;;
802;498;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 16534;342,82;;
803;499;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 16996;641,56;;
804;500;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 18238;437,31;;
805;501;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19089;124,00;;
806;502;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19351;1434,34;;
807;496;004905;REND.DIARIO - REND.DIARIO;12,87;;
808;503;004905;DEPÓSITO DO CAIXA 3-TESOURARIA - 19363;69,24;;
809;505;004905;CREDITO CONVENIO A IDENTIFICAR - BRADESC SAU 19378;554171,24;;
810;506;004905;PAGTO DEBITO EM C/C - FGTS - CRISTIANE PONTE DA SI - DEB C/C- 153881-1;3130,67;;
811;507;004905;PAGTO DEBITO EM C/C - MARIANA ROLIM SERVIÇOS MEDIC - DEB C/C- 153913-1;34794,75;;
812;508;004905;PAGTO DEBITO EM C/C - CENTRO DE ANESTESIOLOGIA VOL - DEB C/C- 153919-1;10130,00;;
813;509;004905;PAGTO DEBITO EM C/C - AXONAL SERVICOS MEDICOS LTDA - DEB C/C- 153941-1;14259,53;;
814;510;004905;PAGTO DEBITO EM C/C - L S G DA ROCHA SERVIÇOS MEDI - DEB C/C- 153949-1;159,66;;
815;504;004905;CREDITO CONVENIO A IDENTIFICAR - BRADESC OP PL 19379;16151,69;;
816;1065;004905;PAGTO DEBITO EM C/C - DS#IMPOSTO] V P MATOS - PRES - DEB C/C- 152210-1;13,95;;
817;495;004905;PIX FLAVIANE PENEDO DA SILVA (31/03) - PIX FLAVIANE 19359;127,40;;
818;493;004905;PAGTO DEBITO EM C/C - INTENSI CARDIO SERVICOS MEDI - DEB C/C- 153886-1;54665,02;;
